@relation all-data-pacman-weka.filters.unsupervised.attribute.Remove-R20-23-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.Remove-R15-18-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6

@attribute pacmanXpos {'\'(-inf-3.4]\'','\'(3.4-5.8]\'','\'(5.8-8.2]\'','\'(8.2-10.6]\'','\'(10.6-13]\'','\'(13-15.4]\'','\'(15.4-17.8]\'','\'(17.8-20.2]\'','\'(20.2-22.6]\'','\'(22.6-inf)\''}
'\'(17.8-20.2]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(11.5-13]\'','\'(22.7-inf)\'','\'(10.8-12.2]\'',East
'\'(20.2-22.6]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(22.7-inf)\'','\'(10.8-12.2]\'',East
'\'(20.2-22.6]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(10-11.5]\'','\'(22.7-inf)\'','\'(10.8-12.2]\'',East
'\'(8.2-10.6]\'','\'(5-7]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(12.2-13.6]\'','\'(13.9-15.6]\'','\'(15-17]\'','\'(13-15.4]\'','\'(14.5-inf)\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(5-7]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(12.2-13.6]\'','\'(13.9-15.6]\'','\'(13-15]\'','\'(13-15.4]\'','\'(14.5-inf)\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(8.2-10.6]\'','\'(13-15]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(12.2-13.6]\'','\'(13.6-inf)\'','\'(15.6-17.3]\'','\'(17-19]\'','\'(13-15.4]\'','\'(14.5-inf)\'','\'(13.5-15.8]\'','\'(12.2-13.6]\'',East
'\'(8.2-10.6]\'','\'(13-15]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(12.2-13.6]\'','\'(13.6-inf)\'','\'(15.6-17.3]\'','\'(17-19]\'','\'(10.6-13]\'','\'(14.5-inf)\'','\'(13.5-15.8]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(13-15]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(12.2-13.6]\'','\'(13.6-inf)\'','\'(17.3-inf)\'','\'(17-19]\'','\'(13-15.4]\'','\'(14.5-inf)\'','\'(13.5-15.8]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(13-15]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(12.2-13.6]\'','\'(13.6-inf)\'','\'(17.3-inf)\'','\'(17-19]\'','\'(13-15.4]\'','\'(14.5-inf)\'','\'(13.5-15.8]\'','\'(13.6-inf)\'',East
'\'(13-15.4]\'','\'(13-15]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(2.4-3.8]\'','\'(15.6-17.3]\'','\'(17-19]\'','\'(5.8-8.2]\'','\'(-inf-2.5]\'','\'(4.3-6.6]\'','\'(-inf-2.4]\'',East
'\'(15.4-17.8]\'','\'(17-19]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(17.3-inf)\'','\'(17-19]\'','\'(5.8-8.2]\'','\'(-inf-2.5]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(15.4-17.8]\'','\'(17-19]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(17.3-inf)\'','\'(19-inf)\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(8.9-11.2]\'','\'(-inf-2.4]\'',East
'\'(10.6-13]\'','\'(11-13]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(2.4-3.8]\'','\'(3.8-5.2]\'','\'(5.4-7.1]\'','\'(9-11]\'','\'(13-15.4]\'','\'(7-8.5]\'','\'(13.5-15.8]\'','\'(10.8-12.2]\'',East
'\'(-inf-3.4]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(7.1-8.8]\'','\'(11-13]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(-inf-3.4]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(7.1-8.8]\'','\'(13-15]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(3.4-5.8]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(7.1-8.8]\'','\'(11-13]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(3.4-5.8]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(5.4-7.1]\'','\'(11-13]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(-inf-3.4]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(15.4-17.8]\'','\'(7-8.5]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(-inf-3.4]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(13-15.4]\'','\'(7-8.5]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(3.4-5.8]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(13-15.4]\'','\'(5.5-7]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(3.4-5.8]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(13-15.4]\'','\'(7-8.5]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(5.8-8.2]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(15.4-17.8]\'','\'(7-8.5]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(5.8-8.2]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(15.4-17.8]\'','\'(5.5-7]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(8.2-10.6]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(15.4-17.8]\'','\'(5.5-7]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(8.2-10.6]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(13-15.4]\'','\'(5.5-7]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(10.6-13]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(15.4-17.8]\'','\'(5.5-7]\'','\'(22.7-inf)\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(13-15.4]\'','\'(5.5-7]\'','\'(22.7-inf)\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(13-15.4]\'','\'(5.5-7]\'','\'(22.7-inf)\'','\'(12.2-13.6]\'',East
'\'(13-15.4]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(22.7-inf)\'','\'(10.8-12.2]\'',East
'\'(13-15.4]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(22.7-inf)\'','\'(10.8-12.2]\'',East
'\'(15.4-17.8]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(22.7-inf)\'','\'(10.8-12.2]\'',East
'\'(17.8-20.2]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(22.7-inf)\'','\'(10.8-12.2]\'',East
'\'(17.8-20.2]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(22.7-inf)\'','\'(10.8-12.2]\'',East
'\'(17.8-20.2]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(22.7-inf)\'','\'(10.8-12.2]\'',East
'\'(20.2-22.6]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(22.7-inf)\'','\'(10.8-12.2]\'',East
'\'(20.2-22.6]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(22.7-inf)\'','\'(9.4-10.8]\'',East
'\'(-inf-3.4]\'','\'(3-5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(6.6-8]\'','\'(-inf-3.7]\'','\'(7-9]\'','\'(-inf-3.4]\'','\'(7-8.5]\'','\'(4.3-6.6]\'','\'(6.6-8]\'',East
'\'(3.4-5.8]\'','\'(5-7]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(6.6-8]\'','\'(-inf-3.7]\'','\'(7-9]\'','\'(-inf-3.4]\'','\'(5.5-7]\'','\'(4.3-6.6]\'','\'(5.2-6.6]\'',East
'\'(3.4-5.8]\'','\'(5-7]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(2.4-3.8]\'','\'(6.6-8]\'','\'(-inf-3.7]\'','\'(7-9]\'','\'(-inf-3.4]\'','\'(5.5-7]\'','\'(4.3-6.6]\'','\'(3.8-5.2]\'',East
'\'(-inf-3.4]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(3.7-5.4]\'','\'(5-7]\'','\'(3.4-5.8]\'','\'(8.5-10]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(-inf-3.4]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(3.7-5.4]\'','\'(5-7]\'','\'(3.4-5.8]\'','\'(8.5-10]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(3.4-5.8]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(3.7-5.4]\'','\'(5-7]\'','\'(3.4-5.8]\'','\'(8.5-10]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(3.4-5.8]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(5.4-7.1]\'','\'(5-7]\'','\'(-inf-3.4]\'','\'(8.5-10]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(3.4-5.8]\'','\'(11-13]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(2.4-3.8]\'','\'(10.5-12.2]\'','\'(7-9]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(5.8-8.2]\'','\'(11-13]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(2.4-3.8]\'','\'(10.5-12.2]\'','\'(7-9]\'','\'(17.8-20.2]\'','\'(10-11.5]\'','\'(20.4-22.7]\'','\'(6.6-8]\'',East
'\'(5.8-8.2]\'','\'(11-13]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(3.8-5.2]\'','\'(10.5-12.2]\'','\'(7-9]\'','\'(17.8-20.2]\'','\'(10-11.5]\'','\'(20.4-22.7]\'','\'(6.6-8]\'',East
'\'(5.8-8.2]\'','\'(11-13]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(3.8-5.2]\'','\'(10.5-12.2]\'','\'(5-7]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(6.6-8]\'',East
'\'(8.2-10.6]\'','\'(3-5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(10.8-12.2]\'','\'(3.8-5.2]\'','\'(12.2-13.9]\'','\'(5-7]\'','\'(17.8-20.2]\'','\'(8.5-10]\'','\'(22.7-inf)\'','\'(5.2-6.6]\'',East
'\'(10.6-13]\'','\'(5-7]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(13.6-inf)\'','\'(5.2-6.6]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(10-11.5]\'','\'(20.4-22.7]\'','\'(3.8-5.2]\'',East
'\'(10.6-13]\'','\'(5-7]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(13.6-inf)\'','\'(3.8-5.2]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(10-11.5]\'','\'(20.4-22.7]\'','\'(3.8-5.2]\'',East
'\'(13-15.4]\'','\'(3-5]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(13.6-inf)\'','\'(5.2-6.6]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(8.5-10]\'','\'(20.4-22.7]\'','\'(3.8-5.2]\'',East
'\'(17.8-20.2]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(20.4-22.7]\'','\'(3.8-5.2]\'',East
'\'(17.8-20.2]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(20.4-22.7]\'','\'(3.8-5.2]\'',East
'\'(8.2-10.6]\'','\'(5-7]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(12.2-13.6]\'','\'(12.2-13.6]\'','\'(10.5-12.2]\'','\'(15-17]\'','\'(13-15.4]\'','\'(13-14.5]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(5-7]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(12.2-13.6]\'','\'(12.2-13.6]\'','\'(10.5-12.2]\'','\'(15-17]\'','\'(13-15.4]\'','\'(11.5-13]\'','\'(13.5-15.8]\'','\'(12.2-13.6]\'',East
'\'(8.2-10.6]\'','\'(13-15]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(12.2-13.6]\'','\'(12.2-13.6]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(15.4-17.8]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(8.2-10.6]\'','\'(13-15]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(10.8-12.2]\'','\'(12.2-13.6]\'','\'(3.7-5.4]\'','\'(-inf-3]\'','\'(15.4-17.8]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(13-15]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(10.8-12.2]\'','\'(12.2-13.6]\'','\'(3.7-5.4]\'','\'(-inf-3]\'','\'(15.4-17.8]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(13-15]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(10.8-12.2]\'','\'(12.2-13.6]\'','\'(5.4-7.1]\'','\'(-inf-3]\'','\'(15.4-17.8]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(13-15.4]\'','\'(11-13]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(7.1-8.8]\'','\'(-inf-3]\'','\'(15.4-17.8]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(15.4-17.8]\'','\'(11-13]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(8.8-10.5]\'','\'(-inf-3]\'','\'(15.4-17.8]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(11-13]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(3.8-5.2]\'','\'(5.2-6.6]\'','\'(3.7-5.4]\'','\'(11-13]\'','\'(10.6-13]\'','\'(5.5-7]\'','\'(11.2-13.5]\'','\'(10.8-12.2]\'',East
'\'(3.4-5.8]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(3.7-5.4]\'','\'(11-13]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(5.8-8.2]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(8.5-10]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(10.6-13]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(8.5-10]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(13-15.4]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(8.5-10]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(-inf-3.4]\'','\'(3-5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(9.4-10.8]\'','\'(-inf-3.7]\'','\'(7-9]\'','\'(-inf-3.4]\'','\'(8.5-10]\'','\'(-inf-4.3]\'','\'(6.6-8]\'',East
'\'(10.6-13]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(8.2-10.6]\'','\'(5-7]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(12.2-13.6]\'','\'(12.2-13.9]\'','\'(11-13]\'','\'(13-15.4]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(5.8-8.2]\'','\'(13-15]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(12.2-13.6]\'','\'(12.2-13.9]\'','\'(11-13]\'','\'(13-15.4]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(11-13]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(3.8-5.2]\'','\'(6.6-8]\'','\'(5.4-7.1]\'','\'(11-13]\'','\'(10.6-13]\'','\'(5.5-7]\'','\'(11.2-13.5]\'','\'(10.8-12.2]\'',East
'\'(15.4-17.8]\'','\'(11-13]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(22.6-inf)\'','\'(13-14.5]\'','\'(22.7-inf)\'','\'(12.2-13.6]\'',East
'\'(20.2-22.6]\'','\'(13-15]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(22.6-inf)\'','\'(11.5-13]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
