@relation all-data-pacman-weka.filters.unsupervised.attribute.Remove-R20-23

@attribute pacmanDirec {West,East,North,South,Stop}
@attribute pacmanXpos numeric
@attribute pacmanYpos numeric
@attribute LivingGhost1 {False,True}
@attribute LivingGhost2 {False,True}
@attribute LivingGhost3 {False,True}
@attribute LivingGhost4 {False,True}
@attribute ghost1XPos numeric
@attribute ghost1YPos numeric
@attribute ghost2XPos numeric
@attribute ghost2YPos numeric
@attribute ghost3XPos numeric
@attribute ghost3YPos numeric
@attribute ghost4XPos numeric
@attribute ghost4YPos numeric
@attribute ghost1Dist numeric
@attribute ghost2Dist numeric
@attribute ghost3Dist numeric
@attribute ghost4Dist numeric
@attribute action {West,East,North,South,Stop}

@data
East,21,7,False,False,True,True,1,1,3,1,19,12,22,9,0,0,7,3,East
East,10,6,True,True,True,True,10,13,13,13,14,13,17,13,7,10,11,14,East
East,11,6,True,True,True,True,10,13,13,13,14,13,17,13,8,9,10,13,East
East,9,15,True,True,True,True,10,13,13,13,14,13,17,13,3,6,7,10,East
East,10,15,True,True,True,True,10,13,13,13,14,13,17,13,2,5,6,9,East
East,11,15,True,True,True,True,10,13,13,13,14,13,17,13,3,4,5,8,East
East,12,15,True,True,True,True,10,13,13,13,14,13,17,13,4,3,4,7,East
East,11,13,False,False,True,True,1,1,3,1,14,13,17,13,0,0,3,6,East
East,12,13,False,False,True,True,1,1,3,1,14,13,17,13,0,0,2,5,East
East,13,13,False,False,True,True,1,1,3,1,14,13,17,13,0,0,1,4,East
East,14,13,False,False,False,True,1,1,3,1,5,1,17,13,0,0,0,3,East
East,15,13,False,False,False,True,1,1,3,1,5,1,17,13,0,0,0,2,East
East,16,13,False,False,False,True,1,1,3,1,5,1,17,13,0,0,0,1,East
East,2,8,False,True,False,False,1,1,6,7,5,1,7,1,0,5,0,0,East
East,3,8,False,True,False,False,1,1,5,7,5,1,7,1,0,3,0,0,East
East,4,8,False,True,False,False,1,1,4,7,5,1,7,1,0,1,0,0,East
East,5,9,False,False,True,True,1,1,3,1,22,11,25,15,0,0,19,25,East
East,6,9,False,False,True,True,1,1,3,1,22,10,24,15,0,0,17,23,East
East,7,9,False,False,True,True,1,1,3,1,22,11,23,15,0,0,17,21,East
East,8,9,False,False,True,True,1,1,3,1,22,12,23,14,0,0,17,21,East
East,9,9,False,False,True,True,1,1,3,1,23,12,23,15,0,0,17,19,East
East,10,9,False,False,True,True,1,1,3,1,22,12,22,15,0,0,15,17,East
East,11,9,False,False,True,True,1,1,3,1,22,13,22,14,0,0,15,17,East
East,12,9,False,False,True,True,1,1,3,1,21,13,23,14,0,0,13,15,East
East,13,9,False,False,True,True,1,1,3,1,21,12,22,14,0,0,11,15,East
East,14,9,False,False,True,True,1,1,3,1,22,12,23,14,0,0,11,14,East
East,15,9,False,False,True,True,1,1,3,1,22,13,23,14,0,0,11,12,East
East,16,9,False,False,True,True,1,1,3,1,23,13,22,14,0,0,11,12,East
East,18,13,False,False,True,True,1,1,3,1,25,15,23,14,0,0,9,7,East
East,19,13,False,False,True,True,1,1,3,1,25,15,23,15,0,0,8,7,East
East,20,13,False,False,True,True,1,1,3,1,24,15,24,15,0,0,6,5,East
East,21,13,False,False,True,True,1,1,3,1,24,14,23,15,0,0,4,3,East
East,23,14,False,False,True,True,1,1,3,1,24,13,24,14,0,0,2,2,East
East,2,8,True,False,False,False,3,9,3,1,5,1,7,1,2,0,0,0,East
East,3,11,True,True,True,True,10,4,10,9,19,11,19,8,14,9,16,20,East
East,4,11,True,True,True,True,10,4,9,9,20,11,20,8,13,7,16,18,East
East,5,11,True,True,True,True,10,4,9,10,20,12,20,9,12,5,16,18,East
East,6,11,True,True,True,True,10,4,9,11,20,12,21,9,11,3,15,16,East
East,7,11,True,True,True,True,9,4,9,10,19,12,20,9,9,3,13,16,East
East,11,5,False,False,True,True,1,1,3,1,23,11,22,9,0,0,18,14,East
East,12,5,False,False,True,True,1,1,3,1,22,11,22,8,0,0,16,14,East
East,13,5,False,False,True,True,1,1,3,1,22,10,23,8,0,0,14,14,East
East,14,5,False,False,True,True,1,1,3,1,22,11,23,9,0,0,14,14,East
East,15,5,False,False,True,True,1,1,3,1,22,12,23,10,0,0,14,13,East
East,16,5,False,False,True,True,1,1,3,1,22,11,23,10,0,0,12,12,East
East,17,5,False,False,True,True,1,1,3,1,23,11,23,10,0,0,12,12,East
East,18,5,False,False,True,True,1,1,3,1,23,12,23,11,0,0,12,12,East
East,19,5,False,False,True,True,1,1,3,1,22,12,23,12,0,0,10,10,East
East,20,5,False,False,True,True,1,1,3,1,21,12,23,11,0,0,8,9,East
East,21,5,False,False,True,True,1,1,3,1,20,12,23,11,0,0,8,8,East
East,22,5,False,False,True,True,1,1,3,1,20,11,23,11,0,0,8,6,East
East,10,6,True,True,True,True,10,13,15,16,15,16,17,13,7,15,15,14,East
East,11,6,True,True,True,True,10,13,15,15,15,15,17,13,8,13,13,12,East
East,9,15,True,True,True,True,13,14,17,18,14,15,14,13,5,11,5,8,East
East,10,15,True,True,True,True,13,14,17,18,13,15,15,13,4,10,3,6,East
East,11,15,True,True,True,True,13,15,18,18,14,15,14,13,2,10,3,4,East
East,12,15,True,True,True,True,13,15,18,18,14,15,14,14,1,9,2,3,East
East,14,15,False,True,False,False,1,3,16,18,6,1,6,1,25,5,0,0,East
East,16,18,False,True,False,False,1,2,18,19,6,1,8,1,31,3,0,0,East
East,17,18,False,True,False,False,1,1,18,20,5,1,9,1,0,3,0,0,East
East,13,13,True,True,True,True,3,4,6,11,14,8,14,12,19,9,6,1,East
East,2,8,False,True,False,False,1,1,8,13,5,1,7,1,0,11,0,0,East
East,3,8,False,True,False,False,1,1,8,14,5,1,7,1,0,11,0,0,East
East,4,8,False,True,False,False,1,1,8,13,5,1,7,1,0,9,0,0,East
East,5,8,False,True,False,False,1,1,7,13,5,1,7,1,0,7,0,0,East
East,2,4,False,False,True,True,1,1,3,1,16,8,24,15,0,0,18,32,East
East,3,4,False,False,True,True,1,1,3,1,15,8,23,15,0,0,16,31,East
East,4,4,False,False,True,True,1,1,3,1,15,7,23,15,0,0,14,30,East
East,5,4,False,False,True,True,1,1,3,1,15,8,23,15,0,0,14,30,East
East,6,4,False,False,True,True,1,1,3,1,16,8,24,15,0,0,14,28,East
East,7,4,False,False,True,True,1,1,3,1,16,7,24,14,0,0,12,26,East
East,9,7,False,False,True,True,1,1,3,1,16,7,24,14,0,0,7,22,East
East,10,7,False,False,True,True,1,1,3,1,15,7,24,14,0,0,5,20,East
East,11,7,False,False,True,True,1,1,3,1,16,7,24,13,0,0,5,19,East
East,12,7,False,False,True,True,1,1,3,1,15,7,24,13,0,0,3,18,East
East,13,7,False,False,True,True,1,1,3,1,14,7,24,13,0,0,1,16,East
East,14,7,False,False,False,True,1,1,3,1,5,1,24,12,0,0,0,14,East
East,15,7,False,False,False,True,1,1,3,1,5,1,23,12,0,0,0,12,East
East,17,9,False,False,False,True,1,1,3,1,5,1,23,11,0,0,0,9,East
East,18,9,False,False,False,True,1,1,3,1,5,1,24,11,0,0,0,8,East
East,19,9,False,False,False,True,1,1,3,1,5,1,24,11,0,0,0,7,East
East,20,9,False,False,False,True,1,1,3,1,5,1,24,11,0,0,0,5,East
East,21,9,False,False,False,True,1,1,3,1,5,1,23,11,0,0,0,3,East
